text,label
"Uzun zamandır turkcell müşterisiyim hiç problem yaşamadım. Lakin son 3-4 aydır sürekli internet problemi yaşıyorum. Az kullanım yaptığım halde çok hızlı bir şekilde internetim bitiyor. Platinum'a geçiyim dedim belki bir şey değişir, dünyanın parasını ödüyorum. Yine aynı 6 gün önce 4 gb internetim vardı 6 günde eridi bitti. Ya mağduriyetimi giderin ya da mahkemeye vereceğim. En kısa zamanda hakkımı adli yollar ile arayacağım hattımı da kapatın. Daha Turkcell kullanmam.",Fatura ve Ödeme Şikayetleri
Yeni hat almama rağmen istemediğim kişi tarafından cep numaram öğreniliyor. Yeni aldığım ve daha ailemin bile bilmediği numarayı bu şahsiyet nasıl öğrenebiliyor. Kişisel haklarıma bu kadar kolay ve hızlı nasıl ulaşım sağlayabiliyor? En az 5-6 hat değiştirdim ve her seferinde aynı şekilde ulaşım sağladı. Vodafone konu hakkında bilgi verdim mail attım yalnız herhangi bir sonuç elde edemedim. Bu kişi daha önce vodafone firmasında çalışmış biridir. Konu hakkında savcılık dahil karakola da şikayette bulundum. Eğer herhangi bir sonuç alamazsam daha yüksek mercilere başvurulacaktır. Konu hakkında acil ve ivedi bir sonuç bekliyorum lütfen.,Teknik Şikayetler
Aboneliğimi iptal ettiğim halde sürekli yenilendiği mesajı geliyor. Paranın iadesini ve kesin iptal istiyorum.,Abonelik ve İşlem Şikayetleri
Bayiniz yanlış paket tanımlamış ve 628 TL'lik bir fatura geldi. Bu hatanın bir an önce düzeltilmesini ve fazla ödemenin iade edilmesini bekliyorum.,Ürün ve Hizmet Spesifik Şikayetler
"Merhaba, öncelikle 25.01.2017 tarihinde türk telekom tarafından arandım tivibu üyeliği için kaydım alındı kurulum için 26.01.2017 tarihine randevu verdim ve evdekilerden ogün için izin almalarını istedim ve beklettim gün içerisinde kurumu arayarak kurulumun ne zaman yapılacagını sordugumda 27.01.2017 tarihi dediler ben 26.01.2017 tarihinde işlem yapılması için talep oluşturdum ama bana kurum tarafından dönen kimse olmadı 3. şikayet kaydım ve kimse tarafından dönüş yapılmıyor bu yüzden türk telekomdan bütün ürünlerimi kapatılması ve bütün tanıdık ve çevreme bu olayı bildirecegimi kullanmamalarını tavsiye edecegimi bildiririm burdan bir dönüş rica ediyorum kurum bu şartlarda bu kadar başıboş personel çalıştırmasa kendileri için iyi olur geregini bilgilerinize sunarım.",Teknik Şikayetler
Hesaplarıma baktım ve birden fazla paket üst üste yüklendi aylık faturam uçtu! Bu tür hataların düzeltilmesini bekliyorum.,Paket ve Kampanya Şikayetleri
Faturaları şişirip fazla para alıyorlar. Gerçekten bıktım artık! Bu durumu düzeltin.,Fatura ve Ödeme Şikayetleri
Hattımı taşıdım ama hala istediğim paketi almadım. Yeni operatörüm taleplerimi dikkate almıyor. Sorunun bir an önce çözülmesini bekliyorum.,Paket ve Kampanya Şikayetleri
Babamın sabit ev telefonunun arızası için iki defa gelen ekip sorunu çözemedi. Yaşlı ailemle haberleşemiyorum. Çağrı merkezi ilgisiz. Sorunun acilen çözülmesini istiyorum.,Teknik Şikayetler
2. Süleymeniye mh 773 sk no** binamıza uzun zamandır ankastre bağlanmasını bekliyoruz. Bir öğrenci olarak gerçekten acil bir şekilde internet bağlantısına ihtiyacım var. Bu denli uzun süreler beklemek ve işlerimi kafe kafe dolaşıp halletmekten bıktım. Lütfen derhal işlemimiz yapılsın.,Fatura ve Ödeme Şikayetleri
"Merhaba, Turkcell online siteden hattım üzerine 15 Temmuz'da Lenova YogoBook A12 cihaz aldım. Üründe usb girisi olmadığı için iade etmek yada bir üstü ile değiştirmek istedim. Yetkililer ile görüştüm ve cihazı 19 Temmuz'da geri gönderdim (Turkcell Tele kurye). Bu bile İstanbul içinde 1 hafta surmus. Defalarca aramama rağmen muhatap olup dönen yok. Bugün 07 Ağustos oldu hala cevap yok. Platinum musterisiyim ancak gördüğüm muameleye bakın. Bu mu müşteri memnuniyeti, hem de tamamen iade edeyim de demiyorum değiştirelim yada farklı cihaz alayım diyorum. Ciddiye alıp dönen bilgi veren muhatap olan yok. Tüketici haklarına gitmekten başka çare yok. Üzgünüm çünkü değişmesi yada iade olması önemli değil. Muhatap olmuyorlar ona üzülüyorum. Saygılar.",Müşteri Hizmetleri Şikayetleri
Turkcell; TL yükleme sırasında 30 TL'lik ücretin yanı sıra 57 TL kesinti yapıldı. Temsilci kesinti olmayacağını teyit etmişti. Haksız alım için hakkımı arıyorum.,Fatura ve Ödeme Şikayetleri
179**' nolu Türk Telekom internet hizmeti almaktayım. Şu ana kadar faturalarımı düzenli yatıran bir müşteriyim. 09.02.2018 tarihinde internet hizmeti alamamamdan dolayı Türk Telekom müşteri hizmetlerini aradım. IP alamadığımı söylediler ve de arıza bildirim oluşturuldu. 48 saat içerisinde sorunum ile ilgilenileceği söylendi fakat 48 saat geçmesine rağmen sorunum ile ilgilenen herhangi birileri olmadı. Bir çok projeyi yetiştirmek zorunda olmama rağmen internet sorunum giderilmedi. Türk Telekom'un bu sorumsuzluğundan mağdurum.,Fatura ve Ödeme Şikayetleri
1 aydır başvuruma yanıt alamıyorum altyapı sorunu. Türkcell süperonline'ı tavsiye ederim.,Teknik Şikayetler
Yanlışlıkla vermiş olduğum onay arkasından iptalini yaptığım halde benim mobil hesabımdan 56 tl aldınız. Bu meblağın iadesini istiyorum. Anında iptal ettiğim halde bu bedel fatura yansıdı. Şikayetin acil değerlendirilmesi için yardımınızı rica ediyorum. İyi çalışmalar.,Fatura ve Ödeme Şikayetleri
"Merhabalar, 24.07.2018 tarihinde internetimizi taşımak için talepte bulunduk. 26.08.2018 tarihinde taşındı fakat bize bilgi vermediler taşıdık kontrol edin diye biz kendimiz ogün bağlanamayınca aradık ertesi gün (27.08.2018) arıza kaydı açtırdık. O günden beri hala bağlamadılar internetimizi kendilerini hergün aramamıza rağmen ekiplerimiz uğraşıyor diyolar. Bize isterseniz 11 tl karşılığında evinize ekip gönderelim evden kontrol edilsin dediler kabul ettik faturaya da yansıdı ücreti fakat evimize gelen olmadı. Hergün aynı şeyi söylüyorlar. 10 gündür internetimiz yok işlerimizi halledemiyoruz. Acil olduğunu her seferinde belirttiğimiz halde çözüm yok. Gereğinin yapılmasını talep ediyorum.",Teknik Şikayetler
"Yeni taşındığımız adreste süperonline altyapısı bulunmadığından hizmetin iptali için gerekli olan belgeleri defalarca gönderdiğimiz halde (fax ve email) iptal işlemimiz halen gerçekleştirilmedi, bahane olarak da gönderilen belgelerin okunmadığı söyleniyor, işlemin en kısa zamanda gerçekleşmesini istiyoruz.",Abonelik ve İşlem Şikayetleri
İnternette gezinirken kargo takip formuna tiklar tiklamaz haksiz yere ucretim kesilmistir. Lutfen operator olarak vatandas ve musterilerinizin guvenligi icin bu tip tuzaklara bizleri dusurmeyin. Gelen mesaji sizinle paylasiyorum. 11870 SUPER uyeliginiz basladi. 100 kredi hesabiniza yuklendi. Servis vergiler dahil haftalik 12 tl Aylik 48 tl'dir ve her ay otomatik yenilenir. İptal durumunda kredi ve ucret iadesi yapilmaz. İptal icin IPTAL SUPER yazip 11870'e gonder. MH:02129873087 mobilsorgulama.com.,Abonelik ve İşlem Şikayetleri
Superonline 2 aydır internet bağlamıyor. Aramalarımıza rağmen geri dönüş yapılmıyor. Bu kadar bekletilmek kabul edilemez.,Müşteri Hizmetleri Şikayetleri
"5 yıllık Tivibu (Türk Telekom) abonesiyim ve şu an iptal ettirmek istiyorum yayının kesilmesine mi kızarsın yoksa enayi gibi 180 tl ödemeye mi üst komşunuz 70 tl öderken en komik tarafı da kendi taktıkları cihazları senin götürüp teslim etmen veya etmezsen de 400 tl ceza parası ödemen ilk abonelikte hiç bilgi verme sonra her şey de suçlu sen ol müşteri hizmetlerini ara takım liderin de bu konuda çağrı açmasını iste cevap biz bu konuda çağrı açamayız nasıl bir müşteri memnuniyeti bu anlaşılır gibi değil ben bu öğrendiklerimi tüm alanda paylaşıp diğer insanları da mağdur olmasın diye ugraşacağım, siz ki ne zaman bu yanlıştan dönünceye kadar.",Fatura ve Ödeme Şikayetleri
"Bu ay superonline olarak bana 17,41 tl fatura yansıttınız .Hani sınırsız internet kullanımıydı 25 mbs hızdı. Yahu arkadaş bu kadar soyguncu olamazsınız ya 5'i bir yerine deyip ilk ay 130 tl Turkcell faturası ile cayma bedelini faturanıza yansıtacağız deyip 2. ayda bu sefer de bu neyin nesi arkadaş dalga mı geçiyorsunuz ben anlayamadım gitti sizi hangi makama şikayet edeyim hangi mahkemeye vereyim. Ne bir dönüş var ne bir açıklama. Arıyorum 10 dakika çağrı merkezi bilgime ulaşmaya çalışıyor. Sonrasında elde var sıfır buna nasıl bir firma bu nasıl bir zihniyet. Genel müdürünüze yazıyorum cevap yok lanet olsun ya. En sonunda whatsapp hattında bütün medyayı ayağa kaldıracağım. Kardeşim bu faturayı ödemeyeceğim sadece telefon faturasını ödeyeceğim. Yazıklar olsun. Hiç mi sesimi duyan bir yetkili olmaz ya.",Teknik Şikayetler
Faturam her ay kafalarına göre 153 lira olarak belirleniyor. Faturalandırma tutarsızlığı ve şeffaflık eksikliği nedeniyle ciddi rahatsızlık yaşıyorum.,Fatura ve Ödeme Şikayetleri
Diyarbakır merkezde hat çekmiyor bu büyük bir sıkıntı. Şehir merkezinde bile hizmet alamamak ne kadar adil?,Teknik Şikayetler
2 aydır internet bağlatmaya çalışıyorum müşteri hizmetleri ilgisiz. Hizmet kalitesi sıfır.,Müşteri Hizmetleri Şikayetleri
"Vodafone Net Müşterisiyim. 2017 basında Vodafone bayisine basvurdum yetkılı arkadas kampanyaları sundu ılk 3 ay ucretsız kampanyalı pakette anlaşma sagladık ve netıcesınde kurulum yapıldı ınternetı kullanmaya basladım her ay 59-60 tl fatura ödemesi yapıyorum ınternetten mennun oldugum ıcın fazla ustune dusmedım ilk 3 ay ucretsız olmasına ragmen sureklı fatura geldı odedım bayıye gıttım yetkılı arkadasa durumu anlattım tamam abı bır kımlık fotokopısı alalım yollayalım dıyerek o gun bayıden ayrıldım telefon numrası da aldı haber verırım dıye ne arayan oldu nede fatura duzeldı her ay fatura gelmeye devam etti. 02.08.2017 bayiye iş cıkısı saat 19.00 civarında tekrar ugradım, yetkılı kişi baska bır musterıyle ılgılenıyordu yaklasık 10 dk bekledım kendısıne benım ınternet ıle ılgılı durumum ne oldu demeye kalmadan satarken abi çeken kişi üzerime yurudu, müşteri hizmetlerine aradım biz birsey yapamayız istediğiniz yere şikayet edebilirsin dendi.",Abonelik ve İşlem Şikayetleri
8 gün süren fatura ödeme gecikmesi yüzünden telefon hattım kapatıldı. Bu adaletsiz durumun derhal düzeltilmesini istiyorum!,Fatura ve Ödeme Şikayetleri
"Merhabalar, Adana Real avm ""O.B turkcell"" bayisiden Lenovo cep tlf aldım ve aynı gün ""akıllım güvende"" firması ile 1 yıllık kasko yaptırdım. Bir müddet sonra tlf hasar meydana geldi ve kasko yaptırdığım için tarafıma yeni bir telefon verildi ve sorunum çözüldü. Kısa bir zaman sonra tlf tekrar hasar meydana geldi. Hasarının giderilmesi için gerekli işlemleri yaptım fakat aylardır hiçbir geri dönüş yapılmadı. Birçok kez arama ve takip sonrasında ilk hasar sonrası tarafıma verilen yeni telefonun imei numarasının ""O. B iletişim"" tarafından güncellenmemesinden dolayı hasar bedelinin kullanıcı tarafından karşılanması gerektiğini ile ilgili dönüş aldım. ""O.B iletişim"" imei ihmalinden doğan ve aylardır süregelen mağduriyetimin acilen giderilmesini talep ederim. İyi çalışmalar.",Abonelik ve İşlem Şikayetleri
İnternet açıldı iptal için imza verdim ama 68 TL fatura geldi. Sistem hatası dediler ama suçlu ben oldum. Bu nasıl bir anlayış?,Fatura ve Ödeme Şikayetleri
Kafalarına göre beni bir yerlere üye yapmışlar. Bilgim olmadan yapılan bu işlemi nasıl düzeltebilirim?,Ürün ve Hizmet Spesifik Şikayetler
Müşteri hizmetleri umursamaz ve çalışma ekipleri hiç bir şekilde çözüm üretmiyor. Mağduriyetim acilen giderilmeli.,Ürün ve Hizmet Spesifik Şikayetler
Kırklareli'nin merkezinde şebeke çekmiyor. Bu nasıl hizmet?,Teknik Şikayetler
Tivibu'da 3 aylık cayma bedeli olduğu söylendi ama iptal etmek istediğimde bedel ödemem gerektiği söylendi. Sözlü anlaşmaya uyulmadı.,Sözleşme ve Taahhüt Şikayetleri
Genel olarak iş icabı devamlı yurt dışına gelip gidiyorum.Türk telekom (avea) operatörü kullanmaktayım. Her defasında Türkiye'de herhangi bir numarayı aradığımda arama yapmıyor. Devamında12190numara# ile arama yapıyorum telefon 1 kere çalıyor yine kapanıyor. Yurt dışında arama yapabilmek için kampanya yapıyorum bakiyelerim fazlasıyla düşüyor yine arama yapmıyor. Hiç bir yabancı ülkelerde mesaj gönderimi yapamıyorum. İnanın bu operatör yüzünden cok zahmetler cektim. Bu devirde bu teknolojide bu vurdumduymazlık akıl işi değil. Türkiye'ye geldiğimde ilk işim başka operatöre geçmek olacak.,Fatura ve Ödeme Şikayetleri
TTnet Müşteri Hizmetleri çok sıkıntılı bir sistem. Aradığımızda çoğu müşteri hizmetlisinin dediğini anlayamıyoruz. Daha yetkili ve anlayışlı kişiler orada bulunmalı. Nakil çok fazla zaman alıyor ve nakil işlemi bir haftadan fazla sürüyor. Yaklaşık 2 ay internet hizmeti almadığımıza rağmen fatura ödedik. Bana göre buna birileri dur demeli. Nakil işlemi süresince bu ücret faturaya yansıtılmamalı.,Fatura ve Ödeme Şikayetleri
"4. 02.07.2016 tarıhınde 0536334** nolu hattımın faturasını odemıs bulunmakdayım ve hala hattım gelen aramalara acık ama arama yapamıyorum, kısıtlanmısım. Kac gundur arıyorum musterı hızmetlerını hala kısıtlılıgım devam edıyor, hastam var arayıp haber alamıyorum. Benı mağdur duruma dusuren butun vodafone musderı hızmetlerı temsılcılerınden sıkayetcıyım, gereğının yapılmasına arzederım.",Fatura ve Ödeme Şikayetleri
Turkcell; Beykent AVM'deki mağaza çalışanları satış sonrası hakaret ve kötü muamelede bulundu. Telefon sorunuma yardım etmediler.,Müşteri Hizmetleri Şikayetleri
10 yıldır Vodafone kullanıyorum ama Nisan 2017'de 202 TL fatura geldi 66 TL'si onayım olmadan ek ücret. Usulsüz tahsilatın geri ödenmesini istiyorum.,Fatura ve Ödeme Şikayetleri
İnternet içerik servisi için ücret talep ediliyor. Bu servisleri kullanmadığım halde nasıl ücretlendirilirim?,Ürün ve Hizmet Spesifik Şikayetler
"2. 3 hafta önce Vodafone'dan evime net bağlattım, 16 mbit hızında başvuru yapmıştım yalnız internet hızım 2-4 mbit arasında değişiyor. Başvuruyu yaptığım Vodafone bayisine gittim baktılar kablomun eski olduğunu söylediler, ben de sıfır kablo döşettim hız'da hiçbir değişiklik olmadı ve memnun kalmadığımı, kapattırmak istediğimi söyledim. Bayram haftasına giriyorduk, abi bayram geçsin kesinlikle yapacağım, kapattırma 2 hafta cayma muddetı ne olcak dedım korkma sen o iş bende dedi bayinin sahibi. Bayram bitti gittim, aynı zamanda müşteri hiz. aradım ve sıkıntımı dile getirdim ilgileneceğiz dediler, her aradığımın ertesi günü Vodafone Net'ten sorununuz giderilmiştir diye mesaj geldi ama hiçbir değişiklik olmadı. Onların takip etmesi gerekirken ben ayaklarına gitmekten ve aramaktan usandım, lutfen acıl yardım.",Müşteri Hizmetleri Şikayetleri
"12 temmuz 2016 saat 15.23'te yapmış oldugum internet basvurumda ilgisizlik, oyalama, bastan savma vs ne arasanız var. Günlerce evde bekletildik, bir telefon etme zahmetinde bile bulunulmadı. Türkcell genel merkezini aradığımda telefonlar suratımıza kapatıldı. Sürekli müşteri temsilcileri ile görüşmek zorunda kaldık ama çözüm yok. Kayıt altına alıyoruz bekleyin deyip duruluyor. Sorun ne dediğimizde sorun yok deniliyor. İlgisizlik hat safhada. Aranmıyoruz, bilgisiz müşteri temsilcileri ile muhatap ediliyoruz. 0850 telefondan başka bir muhatap yok. Başka aboneliklerim de var, onların da iptalini gerçekleştireceğim ve heryerde bunları anlatacağım eger bir an önce bir yetkili tarafındna aranmazsam.",Müşteri Hizmetleri Şikayetleri
3 yıldır Tivibu üyesiyim sürekli yayın kesiliyor. Müşteri hizmetleri ilgisiz sorun çözülmüyor. Üyeliğimi iptal ediyorum!,Müşteri Hizmetleri Şikayetleri
"20 temmuz'dan bu tarafa 4 gündür televizyon izleyemiyorum tivibu'yu defalarca aramama rağmen henüz donus olmadı, tavsiyem bu yorumu okuyanlar tivibu almayın hizmet sıfır paranız boşa gider.",Teknik Şikayetler
"Superonline modem iadesi ile ilgili problem çıkarıyor, elden teslim şart diyor ve ben şehirdışında olduğum için zamanında yeri de bulamadığımdan veremedim. Modem evde ve benden 660 lira modem parası talebi ile icra dosyası açılmış. Ben bu modemi ne yapacağım?",Teknik Şikayetler
Turkcell Superonline nakil işlemi 15 gündür çözülmedi hiç memnun değilim.,Abonelik ve İşlem Şikayetleri
"İnternet faturamız geldiginde faturayı internet uzerinden ödeme yaptıgımda banka kartımdan iki fatura 69,90 tl kesinti yapılmış. İnternet faturamız odenmedi deniyor. Superonlıne gittigimde benden musteri numarası olan dekont istedi, finans bankası musteri numaralı dekont verilmedigini soyledi. Supronline dekontları kabul etmemektedir, iki odenen fatura parasının geri odenmesi rica ederim.",Müşteri Hizmetleri Şikayetleri
